Data,Precipitação,Radiação,Temperatura,Umidade,Velocidade do Vento,Direção do Vento
2022-07-18,0.0,1692.392,20.054,46.333,3.442,98.75
2022-07-19,0.0,1499.075,19.654,54.625,3.079,108.458
2022-07-20,0.0,1648.225,18.342,58.708,2.654,121.875
2022-07-21,0.0,1664.075,19.475,53.625,2.742,102.333
2022-07-22,0.0,1660.258,19.433,51.125,2.542,103.167
2022-07-23,0.0,1659.5,18.646,52.792,2.0,127.583
2022-07-24,0.0,1684.908,20.321,47.875,2.517,92.292
2022-07-25,0.0,1687.367,20.033,52.167,2.425,102.292
2022-07-26,0.0,1716.625,19.35,52.625,2.754,100.5
2022-07-27,0.0,1711.425,18.713,51.208,2.821,95.042
2022-07-28,0.0,1714.225,19.417,49.458,1.992,97.458
2022-07-29,0.0,1668.475,19.612,43.75,1.475,233.417
2022-07-30,0.0,1536.808,20.321,39.208,1.642,258.292
2022-07-31,0.0,1643.417,21.017,43.0,1.871,113.042
2022-08-01,0.0,1454.75,21.588,41.583,1.892,101.5
2022-08-02,0.0,1575.433,22.388,42.333,2.467,93.875
2022-08-03,0.0,1700.475,22.213,41.167,2.696,91.458
2022-08-04,0.0,1709.908,21.592,40.75,2.387,100.708
2022-08-05,0.0,1521.675,20.496,44.208,1.283,105.542
2022-08-06,0.0,1699.208,22.058,35.875,1.675,132.458
2022-08-07,0.0,1686.092,22.3,34.542,1.675,172.917
2022-08-08,0.0,1420.35,23.583,36.917,1.658,167.0
2022-08-09,0.0,1340.608,22.358,49.0,2.246,152.708
2022-08-10,0.0,1273.167,20.975,55.917,2.721,252.667
2022-08-11,0.0,1433.169,16.804,50.625,2.392,168.708
2022-08-12,0.0,1701.942,19.354,41.333,2.025,139.083
2022-08-13,0.0,1499.7,20.762,47.75,2.4,109.208
2022-08-14,0.0,1661.446,21.325,48.875,2.863,91.458
2022-08-15,0.0,1657.362,21.029,40.583,2.658,85.5
2022-08-16,0.0,1036.662,21.517,40.625,1.617,76.917
2022-08-17,0.0,1670.069,22.825,36.708,2.225,71.042
2022-08-18,0.0,1691.862,23.138,34.0,1.975,97.5
2022-08-19,0.0,1639.492,21.479,49.042,2.238,138.833
2022-08-20,0.0,1692.477,20.229,52.042,3.642,122.0
2022-08-21,0.0,1727.769,19.167,50.417,4.062,90.208
2022-08-22,0.0,1741.962,19.196,49.5,3.717,99.583
2022-08-23,0.0,1755.7,19.567,45.042,3.05,92.333
2022-08-24,0.0,1644.925,20.4,42.542,2.4,111.458
2022-08-25,0.0,1719.0,20.85,38.375,2.833,106.292
2022-08-26,0.0,1601.75,21.212,40.708,2.621,115.833
2022-08-27,0.0,1843.917,21.504,41.542,2.983,93.875
2022-08-28,0.0,1749.992,21.854,40.792,2.363,116.333
2022-08-29,0.0,1903.533,22.438,37.208,2.488,131.5
2022-08-30,0.0,1816.7,21.85,39.25,3.025,93.625
2022-08-31,0.0,1861.967,19.575,54.583,3.858,95.208
2022-09-01,0.0,1959.608,18.838,45.542,3.746,96.75
2022-09-02,0.0,1986.492,20.062,39.292,2.783,84.792
2022-09-03,0.0,1988.75,21.679,34.583,2.142,94.167
2022-09-04,0.0,1897.933,23.417,25.125,2.283,87.875
2022-09-05,0.0,1960.35,23.892,26.417,2.879,93.292
2022-09-06,0.0,1892.758,22.162,46.833,3.867,85.0
2022-09-07,0.0,1548.433,21.092,50.583,3.383,75.0
2022-09-08,0.0,1892.533,22.292,41.542,2.358,81.167
2022-09-09,0.0,1972.283,22.733,37.708,2.358,102.708
2022-09-10,0.0,2013.492,23.008,31.125,2.117,117.583
2022-09-11,0.0,1949.75,25.004,25.667,2.208,82.5
2022-09-12,0.0,1927.567,25.604,22.75,2.367,118.333
2022-09-13,0.0,1870.55,26.467,21.208,2.167,70.333
2022-09-14,0.0,1560.583,25.992,22.417,2.029,182.0
2022-09-15,0.0,1660.892,24.133,42.292,2.383,221.583
2022-09-16,0.0,1606.65,24.55,48.542,2.025,154.958
2022-09-17,0.058,1591.867,23.537,56.542,2.562,154.667
2022-09-18,0.208,1621.058,21.829,68.0,2.654,97.917
2022-09-19,0.433,749.917,21.417,70.625,1.546,218.5
2022-09-20,0.0,963.367,23.0,62.917,1.471,247.792
2022-09-21,0.358,1408.262,22.929,68.167,1.854,174.208
2022-09-22,0.625,583.375,21.071,75.833,2.904,257.917
2022-09-23,0.0,865.592,20.217,80.417,1.475,240.75
2022-09-24,0.0,1677.8,21.862,72.708,1.958,150.292
2022-09-25,0.0,998.433,21.617,71.833,2.658,89.667
2022-09-26,0.0,1915.35,22.65,64.833,2.45,68.208
2022-09-27,0.0,1729.425,23.833,48.75,1.554,135.042
2022-09-28,0.0,1705.408,23.421,58.792,1.896,131.25
2022-09-29,0.0,1727.208,24.083,55.833,2.092,188.208
2022-09-30,0.0,2095.2,24.762,53.208,2.738,113.292
2022-10-01,0.0,1941.042,23.883,57.708,3.008,121.458
2022-10-02,0.0,773.838,22.888,61.667,1.767,196.125
2022-10-03,0.0,1184.408,22.862,58.458,1.858,182.833
2022-10-04,0.0,958.4,23.429,57.667,1.575,180.875
2022-10-05,0.0,1088.786,22.446,63.958,2.475,142.417
2022-10-06,0.0,1462.208,23.858,55.208,2.604,148.208
2022-10-07,0.0,789.969,22.192,62.375,2.658,275.417
2022-10-08,0.0,1808.542,23.15,58.75,1.979,192.917
2022-10-09,0.008,1764.692,22.888,62.625,2.788,116.208
2022-10-10,0.0,1861.736,24.388,51.583,2.858,95.917
2022-10-11,0.0,1919.65,26.088,33.542,3.175,63.458
2022-10-12,0.0,1883.45,26.104,27.75,3.017,89.208
2022-10-13,0.0,1919.307,24.721,29.208,3.279,86.083
2022-10-14,0.0,1924.236,24.8,35.333,2.7,111.083
2022-10-15,0.0,2014.243,24.854,34.292,3.65,110.75
2022-10-16,0.0,2072.786,23.754,39.833,2.983,100.417
2022-10-17,0.0,2048.264,25.046,32.667,3.062,106.542
2022-10-18,0.0,1815.214,25.871,28.792,2.621,93.208
2022-10-19,0.0,1683.379,26.3,31.958,2.35,96.083
2022-10-20,0.0,1496.55,26.15,32.958,2.217,84.542
2022-10-21,0.0,1185.808,24.117,46.583,2.208,178.25
2022-10-22,0.0,1289.215,22.621,63.75,1.546,152.25
2022-10-23,0.075,775.433,21.017,76.75,2.271,124.375
2022-10-24,0.033,754.786,20.721,76.917,1.825,109.958
2022-10-25,0.0,1901.121,23.496,59.375,2.196,85.125
2022-10-26,0.067,1549.829,23.112,59.625,2.033,204.792
2022-10-27,0.658,1614.977,22.383,65.083,2.067,194.958
2022-10-28,0.05,1179.376,22.438,66.208,2.358,143.125
2022-10-29,0.0,1146.607,22.479,65.958,2.4,217.375
2022-10-30,0.0,1610.729,22.942,66.375,2.158,227.042
2022-10-31,0.583,1023.292,23.096,69.25,1.638,242.667
2022-11-01,1.675,1128.347,21.025,82.125,1.662,210.167
2022-11-02,0.167,468.02,19.117,89.25,2.596,190.042
2022-11-03,0.458,742.136,17.629,88.583,2.996,155.708
2022-11-04,0.05,1024.343,17.308,82.125,3.567,116.375
2022-11-05,0.0,1343.036,19.492,71.083,2.067,102.875
2022-11-06,0.0,1601.864,21.279,63.833,2.233,103.292
2022-11-07,0.0,1590.586,22.65,61.375,2.238,146.125
2022-11-08,1.417,1131.727,20.671,74.25,2.363,174.458
2022-11-09,0.0,1670.2,21.7,66.792,1.904,202.375
2022-11-10,1.783,1230.462,21.454,75.917,2.083,195.375
2022-11-11,0.933,1115.707,20.371,79.458,2.062,217.792
2022-11-12,0.033,864.538,19.742,83.208,1.558,182.333
2022-11-13,0.008,1830.55,21.833,74.542,1.942,169.792
2022-11-14,0.617,793.764,21.862,75.125,1.625,232.25
2022-11-15,4.708,978.857,19.758,87.708,1.888,257.583
2022-11-16,0.65,1389.0,20.358,82.708,1.65,192.5
2022-11-17,0.008,1826.386,21.908,73.875,1.842,144.0
2022-11-18,0.058,1833.243,23.683,62.917,2.467,81.583
2022-11-19,0.992,1754.914,20.733,71.25,2.429,129.167
2022-11-20,0.192,1302.286,19.521,78.292,2.279,181.667
2022-11-21,0.333,1557.386,20.275,77.333,1.954,95.667
2022-11-22,0.008,1478.95,21.729,72.917,1.875,104.375
2022-11-23,0.883,1137.007,20.621,80.542,1.65,216.042
2022-11-24,0.208,1172.007,20.821,81.375,2.025,211.875
2022-11-25,0.267,1199.893,20.188,81.417,2.267,240.542
2022-11-26,1.633,1155.36,20.429,81.208,1.842,260.583
2022-11-27,0.0,1308.907,21.662,76.167,2.221,307.5
2022-11-28,0.0,1354.436,21.733,77.25,2.071,244.542
2022-11-29,0.75,1540.964,20.208,78.208,2.6,267.833
2022-11-30,0.017,1026.614,19.958,77.333,2.6,320.917
2022-12-01,0.383,1480.921,20.575,77.792,2.013,263.167
2022-12-02,0.083,1247.336,20.654,81.583,1.7,123.542
2022-12-03,0.083,1281.121,20.888,80.167,2.292,85.583
2022-12-04,0.942,1367.75,20.333,82.708,2.317,122.792
2022-12-05,0.008,1251.757,21.088,78.625,2.529,109.25
2022-12-06,1.575,883.986,20.496,80.875,1.467,167.25
2022-12-07,0.05,1330.071,21.438,80.083,1.521,141.917
2022-12-08,0.133,1226.757,22.488,77.042,1.433,205.292
2022-12-09,1.75,1344.75,21.792,80.375,2.288,221.333
2022-12-10,0.608,1635.893,20.271,79.875,3.058,268.375
2022-12-11,0.0,1571.579,22.412,71.5,2.008,281.292
2022-12-12,0.0,1625.2,22.638,67.292,2.279,283.833
2022-12-13,0.0,1143.514,21.808,75.167,2.692,301.875
2022-12-14,0.275,1177.971,21.225,81.917,1.867,284.917
2022-12-15,0.575,773.757,19.946,89.0,2.3,306.375
2022-12-16,0.733,682.807,19.854,86.5,2.121,312.792
2022-12-17,0.433,801.292,19.629,88.042,2.829,322.083
2022-12-18,0.658,1244.664,20.112,85.875,2.121,297.042
2022-12-19,0.0,1437.414,21.188,80.875,2.625,318.583
2022-12-20,0.058,930.093,19.983,84.0,3.5,326.0
2022-12-21,0.367,682.957,19.425,87.333,2.775,311.542
2022-12-22,0.0,1719.414,21.829,75.417,1.925,283.667
2022-12-23,0.433,955.321,20.383,81.208,1.567,245.583
2022-12-24,0.742,1598.914,21.258,78.75,2.308,110.292
2022-12-25,0.85,1020.379,20.133,86.625,2.175,80.75
2022-12-26,1.85,476.214,18.875,93.292,2.938,161.25
2022-12-27,0.408,1153.571,20.242,82.167,3.042,185.208
2022-12-28,0.0,1110.386,21.325,77.667,2.217,148.375
2022-12-29,0.008,1593.214,21.958,75.708,2.429,236.417
2022-12-30,0.0,685.021,20.9,79.75,1.667,121.792
2022-12-31,0.458,833.543,20.142,86.292,1.229,121.875
