t,0
0,21.571
1,21.067
2,21.067
3,24.843
4,20.179
5,19.425
6,20.396
7,20.296
8,21.713
9,22.892
10,22.888
11,21.475
12,20.188
13,19.204
14,20.096
15,22.3
16,23.179
17,23.033
18,22.908
19,24.213
20,24.075
21,24.425
22,24.562
23,24.662
24,21.417
25,21.062
26,20.917
27,21.308
28,21.742
29,22.217
30,22.262
31,21.217
32,21.325
33,20.683
34,17.979
35,19.15
36,20.467
37,20.179
38,21.146
39,22.383
40,21.012
41,22.229
42,23.267
43,23.696
44,23.492
45,22.708
46,22.542
47,23.342
48,21.908
49,20.708
50,21.446
51,20.938
52,19.742
53,21.442
54,21.358
55,21.483
56,20.883
57,22.354
58,22.838
59,22.612
60,21.729
61,22.083
62,23.15
63,22.708
64,22.812
65,22.338
66,21.262
67,20.85
68,21.171
69,20.438
70,22.012
71,22.783
72,21.525
73,22.033
74,23.3
75,22.204
76,22.325
77,23.254
78,22.129
79,21.846
80,21.5
81,21.642
82,20.467
83,21.858
84,21.929
85,21.921
86,22.033
87,21.942
88,22.233
89,22.125
90,21.338
91,20.392
92,21.621
93,20.758
94,21.238
95,20.825
96,20.654
97,19.667
98,20.021
99,20.608
100,20.787
101,19.633
102,20.383
103,19.804
104,20.588
105,20.517
106,19.483
107,18.333
108,19.588
109,20.108
110,19.979
111,20.608
112,20.562
113,21.142
114,21.15
115,21.058
116,20.8
117,21.65
118,21.225
119,20.879
120,20.754
121,20.042
122,21.629
123,21.612
124,21.125
125,21.008
126,20.754
127,20.463
128,19.946
129,19.674
130,19.908
131,19.979
132,20.021
133,20.367
134,20.758
135,19.908
136,19.858
137,21.146
138,20.292
139,17.071
140,17.308
141,18.713
142,19.537
143,20.258
144,19.4
145,18.808
146,18.125
147,17.579
148,17.721
149,17.958
150,17.883
151,17.883
152,18.383
153,18.925
154,19.367
155,20.058
156,19.408
157,20.696
158,21.471
159,20.917
160,21.725
161,20.708
162,20.546
163,20.667
164,20.221
165,19.567
166,18.838
167,17.746
168,18.167
169,17.912
170,18.954
171,19.3
172,19.004
173,19.596
174,18.333
175,19.025
176,20.133
177,19.746
178,19.496
179,18.371
180,17.871
181,18.612
182,20.012
183,19.054
184,18.746
185,18.883
186,18.3
187,19.65
188,19.592
189,20.508
190,20.133
191,18.779
192,19.037
193,19.846
194,19.917
195,19.583
196,19.504
197,19.092
198,18.938
199,19.108
200,19.379
201,18.971
202,19.321
203,18.867
204,18.204
205,18.675
206,18.708
207,18.917
208,20.0
209,19.946
210,20.817
211,20.296
212,21.338
213,22.25
214,21.779
215,22.146
216,22.229
217,22.388
218,21.971
219,22.304
220,21.242
221,21.329
222,22.421
